lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,40DN1,40DN2,40DN3,40DN4,40DN5,5DN1,5DN2,5DN3,5DN4,5DN5,SolventBlank1
TAG(52:4)_FA 16:1,-0.27854433964986536,9.91111305815117,1.4521889755997108,0.22817703740695922,0.8510039366952507,872.8 -> 601.8,TAG1,478870.98876934,428547.38867154,366695.80541975,491941.37622063,532270.75927726,444811.04687499,595479.78149442,497389.85986328,550998.77807627,548374.14062512,124780.229213698
Lyso_PG(20:4),0.2774379110050822,5.909772610238784,1.4399690306237285,0.2301443520266662,0.8559301182115339,550.2801 -> 361.2801,PG,40503.823577855,38579.80287165,33348.36232757,26083.4018402087,24808.001731867,27117.962173457,28096.9619827308,26713.582016003,23665.8617706207,21851.421630857,15979.9009323108
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.276361718590361,10.933633379557687,1.429576233647822,0.23183360981754153,0.8584836677275094,472.4 -> 85.1,AC,944444.19653332,1104895.38439995,752306.657714934,929436.74755852,757260.832763467,889232.104065414,1459365.67028796,810938.77343741,1049354.67138719,944799.625244131,427569.4089355
PI (38:1),0.27623478102173465,6.43278684779905,1.4277758808584622,0.23212775909852595,0.8584836677275094,910.6115 -> 633.6115,PI,39872.902877802,44019.563339263,55537.643905622,38334.362701412,64846.104431134,39931.242553718,45908.263702396,39211.542861937,35614.562515253,29255.621887194,16886.761062624
Lyso_PE(18:0),-0.2736134099107532,6.1482298623707425,1.4006961927851762,0.23660704006951883,0.862996476727391,482.3168 -> 340.3168,PE,31983.842041016,33878.162475587,31217.942016601,29174.121963514,27562.181945801,39073.642761213,35880.802703848,36949.402755738,30675.38191222,32962.3822631815,23727.301849362
PC (34:3),-0.2743082653686803,11.415321036387267,1.408448618147304,0.23531410223707577,0.862996476727391,756.6 -> 184.1,PCandSM,1756451.3793952,944873.32946789,1378346.21997106,1084234.61181643,990938.65673819,1725564.79980564,1556907.81713881,1079280.02490228,1476598.38256844,1228498.33764653,692328.61474618
PE (44:5),0.2745899370490894,6.776486892663461,1.410968733319351,0.2348956445676775,0.862996476727391,850.6322 -> 709.6322,PE,76405.266250617,54192.983596806,80546.326141329,54287.224487304,53414.2037735089,49387.183196996,45831.443313566,52464.303573606,50264.383544923,50790.803527836,13050.4410781897
PG (40:3),0.2738898152128648,6.525004890691019,1.403695689177198,0.23610577061874244,0.862996476727391,846.5954 -> 657.5954,PG,64662.26397711,50916.943374673,55701.683990432,45395.203369121,37190.903030385,42026.282867447,35818.422668451,40612.903228752,41443.523193348,38410.002166748,21409.581604008
TAG(60:4)_FA 18:2,0.274513011542681,6.795670693867843,1.4101872263242967,0.23502531509586885,0.862996476727391,984.9 -> 687.9,TAG2,58825.203491208,47536.7634391526,104709.446716295,55337.023773179,58715.404479961,52272.4433403246,46782.2033958299,46729.0634384331,59691.803894025,48504.883483875,11973.7007904057
PI (36:1),0.2722898899459567,8.704438912573467,1.3877426710591005,0.23878667859013086,0.8685537430036628,882.5802 -> 605.5802,PI,212897.6746826,201001.31298826,260133.71923825,210691.11450198,297235.16003415,220784.55517573,221950.39398196,178974.65209961,166629.2312012,140195.770019511,72293.60565185
PCo(36:0),-0.2712107167638102,12.034352355367194,1.3768711221600825,0.2406348288217189,0.8704932059015187,776.6 -> 184.1,PCandSM,2622010.00830028,1454843.23144534,2151963.93627929,1571446.06127931,1593462.34252925,2888482.25488155,2340070.47314367,1683032.92138625,1999497.46655197,1845044.65722651,1127883.62207039
PCo(36:2),-0.27127856111759985,11.389939852835585,1.3775533254956818,0.24051834499117772,0.8704932059015187,772.6 -> 184.1,PCandSM,1795416.99609374,902401.92456142,1334967.54357915,1007633.41247555,1034869.05151375,1838479.09081971,1570974.5449214,1065572.5383305,1280119.34374985,1205637.53540046,659523.42968753
TAG(60:12)_FA 18:2,0.2705040321453454,6.3833913051329585,1.3692280592305226,0.24194455807916598,0.8728463076207514,968.9 -> 671.9,TAG2,39525.442901561,44760.883163467,52625.123962402,48913.864196757,53400.38385012,35904.082553847,37322.6424217138,35072.142394992,42255.423065179,36889.44277955,12468.1407852181
18:3 Campesteryl ester,0.2694253928795857,7.020626229434473,1.3585218736702416,0.24379381810686318,0.8771277586236056,678.5845 -> 369.1,CE,140284.770263654,64210.7241554258,58726.783744802,55315.2435150104,51973.8638572688,54594.1037826539,72642.445182785,54188.9638366581,55541.0243530385,54821.5040664569,19598.5012397745
PIo (42:6),-0.2652430410394768,8.955915374367903,1.3169622048521887,0.25113796846512854,0.9011020873924938,942.6166 -> 665.6166,PI,263969.800231913,247486.478332512,274281.055511466,165140.891509992,275473.815917961,207486.070343009,610537.805267303,242759.994140669,166294.869964546,178810.890914871,33954.102401777
C18:1,0.26230035947905717,11.21026472103475,1.287998809712008,0.25641707229954835,0.9076359338313187,281.3 -> 281.3,FFA,892762.239257659,1299175.19238296,1489664.85388125,1147550.68298343,1044881.47119134,904452.94226083,1121113.08337368,847789.764160419,845473.53625482,904442.72460948,1035663.18762207
Lyso_PE(14:0),-0.2626825606287694,6.616719192448673,1.2913719943811515,0.25579526346375736,0.9076359338313187,426.2542 -> 284.2542,PE,42014.702713013,47713.323562567,48391.803405688,48946.424011225,47431.703582809,44544.242980939,44260.843124408,93215.945495633,39521.843231151,43124.923843383,14081.581039427
Lyso_PE(22:1),-0.2639946239990945,4.676008177183777,1.3030698463629165,0.2536532413557081,0.9076359338313187,536.3638 -> 394.3638,PE,12341.180923469,12762.1608657813,15429.5210075423,9914.8807373028,7549.68049240339,12112.3609008749,13504.4809188868,14248.6609115655,12476.2608795202,13280.6809387168,6477.7204208365
PG (28:2),-0.2632562942276673,7.159768808228895,1.297106406743751,0.2547424488990229,0.9076359338313187,680.4233 -> 491.4233,PG,54590.003707878,65788.884857157,65465.984039345,61043.744720441,60558.94409179,68013.525085448,67053.104537965,93086.047363222,60415.563964835,59462.343811026,51406.322807299
PG (38:9),-0.2619429975917811,9.298084085682472,1.2844562562095234,0.25707211116823603,0.9076359338313187,806.4702 -> 617.4702,PG,400188.131042409,337841.027160762,229012.855102507,313801.618286141,283127.962890584,421319.815551767,234563.837768566,414510.670349123,353859.362304563,344526.984008565,35064.102661134
TAG(52:6)_FA 18:1,-0.2630404587737204,7.4152642062386755,1.2950554923668278,0.2551183739020183,0.9076359338313187,868.7 -> 569.7,TAG1,81436.806182862,87058.085876477,75167.765380877,85203.566467297,74480.105407704,70450.664916979,105446.107360814,81786.905151365,99681.727844221,99808.226989729,28466.94202043
1-O-palmitoyl-Cer(d18:1/16:0),-0.2606442086299378,6.9585665683848505,1.2714992500536368,0.2594856099510225,0.9089305246176432,776.7 -> 264.3,CER,56358.8839225699,56103.8040122919,62181.9639931293,61845.2245827193,43541.4433593612,62949.0640945794,69830.206333184,58507.7837982213,61822.7448768336,63760.524356874,33560.882492074
PE (42:9),-0.26061138198096784,9.503765546403043,1.2714562086857768,0.25949367382758065,0.9089305246176432,814.5383 -> 673.5383,PE,508347.339844374,381907.862579428,259557.135803274,357287.568573076,320962.343566883,515327.857040429,250441.015075706,511023.628356854,406713.831848094,382889.130248949,18503.8812408486
TAG(60:0)_FA 20:4,0.26065619862861705,6.22280176823264,1.2714315609108695,0.25949829177150235,0.9089305246176432,992.9 -> 671.9,TAG2,38490.342803953,35700.2621459996,55247.464599599,39449.162368753,46400.1835861052,34660.5627441199,30485.4021644529,33468.0424156246,42417.0430641087,29093.28195954,9694.9607620259
PGo (18:0),-0.25694063384565724,9.618218648671991,1.2359382433910469,0.2662552917071311,0.9301372195784737,516.3396 -> 327.3396,PG,479448.66137698,448671.25720222,292608.52172854,331582.78149369,281510.07519536,382015.533203127,533208.45776361,371110.95373531,431140.05358888,360491.07019038,155357.27044671
PE (22:2),-0.25642246919971123,5.65337346495535,1.230241122183429,0.2673601506755355,0.930287946779529,534.3555 -> 393.3555,PE,23402.7618331908,26324.7420425449,27512.2819518896,24530.4218444701,13183.9008560255,27638.501731868,26431.5016517523,27299.8818855418,24892.3215332023,23344.621383675,12374.0609474239
PE (30:3),0.2562226588414892,5.9823083088675055,1.2284755783302972,0.2677037067394264,0.930287946779529,658.4444 -> 517.4444,PE,27934.5422439529,38768.942909217,33208.002243042,40030.54278564,31063.382354749,26162.761779791,29516.842422485,24710.961715692,26764.462020882,27971.402160636,16572.8812332169
1-O-behenoyl-Cer(d18:1/16:0),-0.2533352618989754,6.49616415699884,1.2011849342673884,0.273084976685377,0.9393539961720738,860.8 -> 264.3,CER,42355.3034591786,43077.362880708,48761.8438796844,44893.9435005155,36245.1023712278,47929.3633194094,47682.4829139802,45910.1035842859,52814.8437995933,48081.5631752126,14002.6008644123
Cer(d18:1/24:1(15Z)),0.2539087188252631,8.113593047638352,1.2068683421664443,0.27195322676304656,0.9393539961720738,648.6 -> 264.3,CER,122037.927764903,140925.829582299,122966.089599644,153292.19019315,119962.527702288,104157.448379483,120017.60870363501,97962.4479217383,96329.447135928,103809.407775948,139660.733505271
PE (24:0),0.2533286014170423,5.729275331800442,1.2008566937512342,0.27315052003493084,0.9393539961720738,580.3974 -> 439.3974,PE,24695.341964722,31063.5619926356,30187.861671442,43720.063415523,26159.062164303,10956.9007835356,26518.8817214972,29276.982208243,27861.841857916,28472.102058406,4473.1603660547
PG (38:6),0.25420909000227115,6.800086323071,1.2095237411676862,0.2714264642481848,0.9393539961720738,812.5172 -> 623.5172,PG,57136.244140641,55883.444015507,76141.006011911,55884.824340818,48553.803924563,47903.623046868,48682.68380736,41557.802810649,44078.50289916,49941.543411253,34931.742431629
"Cer(d14:2(4E,6E)/18:0(2OH))",-0.2523226002649502,6.630766491238647,1.1916391984887298,0.2749991597464383,0.9432613665914101,524.5 -> 206.3,CER,41651.9428978042,47650.003807071,56107.1837959301,47310.0433883555,37578.8827018784,55422.4636878889,59482.244697603,47007.402862559196,48612.1432838394,48702.6241950878,21044.3214607268
PEo (42:2),-0.25098512800470374,9.119359737810264,1.17936454421897,0.27748539968380276,0.9468831679931826,814.6685 -> 673.6685,PE,385396.167968805,304822.717773487,200855.577453547,275634.878875647,237427.319305414,396101.231285088,185314.374267573,392546.508392347,304738.716247508,296857.159118577,15781.721206666
PGo (40:2),0.2511535552180824,6.538467279845543,1.1806104799146055,0.27723174902765224,0.9468831679931826,834.6318 -> 645.6318,PG,55852.46331784,53298.563766479,58736.044174155,47970.643737806,41633.08346558,43446.103057844,40375.182968143,39993.022476214,41679.802825929,38882.902786254,19409.78153991
Lyso_PE(13:0),-0.2491929168179889,5.491014616720861,1.1618410476251597,0.2810840503679807,0.9535682128705079,412.2386 -> 270.2386,PE,18723.3811836224,20374.6214447,23922.461944571,20296.621459964,18978.0212478627,20970.641536709,24892.041915901,25983.681915278,21781.1013259946,21174.221405028,11607.6007690386
Lyso_PE(20:3),-0.24813798307938206,7.1643251332041995,1.1526117844382497,0.2830030783985663,0.9535682128705079,504.3012 -> 362.3012,PE,78035.265762382,72431.264388999,64230.345443781,73269.465431231,60319.5245628616,84317.985397282,58633.222427406,79951.766708295,89333.285934408,78170.9068222379,17147.0212631224
PC (34:0),-0.24742532529268593,11.253782945983662,1.1462318521080315,0.28433934639124653,0.9535682128705079,762.6 -> 184.1,PCandSM,1690625.62060528,836439.81603983,1182895.38110335,886521.92443835,936066.54553234,1589320.53466754,1335825.56884758,973752.48974556,1207589.82043466,1125122.28759773,640376.06640629
PCo(36:5),-0.2476671710043241,11.328869829278744,1.1484715941239187,0.28386932715795526,0.9535682128705079,766.6 -> 184.1,PCandSM,1790903.93664539,880748.6865235,1184106.59448237,968737.89331054,948520.06604006,1667349.98974555,1418677.3032228,949261.09082029,1233804.9558105,1232863.84179674,723037.90771509
PE (20:0),-0.24842767658858111,5.8952320959593125,1.1549353098006172,0.28251839452088395,0.9535682128705079,510.3555 -> 369.3555,PE,27294.341873171,32367.0823822019,28109.5223236106,29855.742599491,20228.281318664,32220.062759395,33153.362380975,31148.201690673,28974.9418258661,29118.5419616773,13222.2608718819
PG (16:0),-0.24735364847981695,9.479815831091518,1.145534047908427,0.2844859849575911,0.9535682128705079,516.2668 -> 327.2668,PG,436274.22900398,387814.10668943,275830.76184084,302678.00073241,266701.32067868,345883.90393117,482000.62060544,335612.24597118,386883.1298823,328757.50598144,143345.310180645
"PIo (38:4), PIp (38:3)",0.24815536461119675,6.0818276669835765,1.1524798444183375,0.2830306324439181,0.9535682128705079,890.5853 -> 613.5853,PI,33319.542694087,37765.72280883,46269.462783841,33533.58227539,35901.202575676,33980.422149659,31353.342086781,32641.522262567,25036.121566771,25527.9220314047,14701.041076652
Lyso_PC(3:1),0.24674355618322505,4.742060726405145,1.138593394770268,0.2859497465700006,0.9560542031784869,312.1134 -> 184.1,PCandSM,14954.121154787,13362.7009811345,16780.3211517431,13721.1609992933,13811.1010055574,9907.7407188433,12300.6009712242,12136.2809295667,11960.8607864376,11510.78079986,6611.080471037
TAG(58:1)_FA 20:4,0.2461215116144222,6.321798542760803,1.1337845700414615,0.2869695206201728,0.9570469654939767,962.9 -> 641.9,TAG2,45009.223114014,40252.563171377,47460.923156739,45326.022949205,50266.763366724,33556.0224265975,35280.12245179,33398.982421872,42150.962768543,37585.022949213,11179.7608413657
PEp (30:0),0.24435288952583306,5.708043316372577,1.1173226300107544,0.29049569218677673,0.9639506176824371,648.4964 -> 507.4964,PE,26195.201797477,25943.061782847,28039.902252185,31815.1823959412,32234.261978137,22714.841461173,26026.881935113,21175.7214508,23078.601760867,22214.881683348,11010.6207580554
PGo (40:9),0.24453042703890476,6.487636384333885,1.1192155084515747,0.2900874379736048,0.9639506176824371,832.6162 -> 643.6162,PG,55236.964004562,47318.223556514,60655.30314634,43907.022766109,35427.182922364,37060.822509769,37365.042678835,37948.142730732,45546.503509527,35661.882278457,22904.161453249
TAG(58:7)_FA 16:1,0.2438908051610097,7.409110930765305,1.1135650335604623,0.291308300257761,0.9642304738531889,950.8 -> 679.8,TAG1,99752.586791964,81826.325866669,95099.106933611,95936.48608396,94394.72595213,68661.144775397,72994.60510254,76857.205627416,77802.0455322,76194.925476074,37150.7625541762
PG (44:0),0.2434340852596862,5.801191802920998,1.1089597990789812,0.2923081769259697,0.9651272475061943,908.705 -> 719.705,PG,29040.88203431,33070.042419431,36283.1621932951,26161.161743154,23075.541671741,22102.6815109204,24373.981765748,22347.181549065,23621.52165222,25105.56193543,16612.381263729
PE (40:3),0.24295158880017337,6.571464596334326,1.1048569457707345,0.29320267316819804,0.9656007006709346,798.6009 -> 657.6009,PE,69280.525711002,52455.584228483,62379.705139274,42683.38275147,36542.482681271,47060.862792984,32043.682571428,43424.663208021,42685.663116456,44474.263183562,19329.021392819
PI (30:4),0.24254168305199078,6.252828492286838,1.1010339359728416,0.29403931052348664,0.9656007006709346,792.4393 -> 515.4393,PI,40795.463020313,46680.303329464,44047.723510791,35764.262863148,37401.123077367,40788.5029258759,36928.0427703798,38153.3021812459,23341.7218208308,24389.6414642427,20489.7612838758
TAG(58:6)_FA 18:0,0.24221089217435474,7.451595422530903,1.0982999882380682,0.29463948872436374,0.9656007006709346,952.8 -> 651.8,TAG1,87846.026794404,90960.587463448,109694.588806142,93736.106445329,95321.166320824,72867.62542727,75011.985168448,79937.625671412,81678.2458496,71934.6855469,41012.1831970717
Cer(d18:0/24:0),0.23921378029665216,8.173834786286452,1.071379065443807,0.30063415525541803,0.9662903453664351,652.7 -> 266.4,CER,130091.729095534,155761.52957903,116842.307868972,168448.751052836,124341.548965412,108882.247039649,124193.528198249,108678.748123135,108156.847396868,106959.587509179,136977.889007555
Cer(d18:2/18:1),-0.23954368109234203,6.269207298197302,1.0740232594877668,0.3000384518427274,0.9662903453664351,562.5 -> 262.4,CER,34599.2221107386,33405.8224334754,38757.7224769558,35866.2224578876,33411.3020172156,38348.9429130606,44030.782871241,38295.1823921326,38349.6828918358,37470.4627494838,19853.2215461615
PC (36:4),-0.24132601539264728,12.12365188826774,1.0904879341615015,0.29636312373017076,0.9662903453664351,782.6 -> 184.1,PCandSM,2900340.80761676,1531699.07202145,2213276.55249027,1721523.72900395,1735385.63159162,2936617.8564446,2584775.29931681,1891996.50927707,2008629.0966795,1911525.52539059,1201311.40283228
PEo (30:0),0.2409888211840032,6.517885128154169,1.0870853431004956,0.29711790601381743,0.9662903453664351,650.512 -> 509.512,PE,50460.303817761,49800.043838499,51671.903869615,51851.404251098,50367.523635877,40593.683135968,37832.54241943,46211.583114575,38127.1428070137,40087.902847284,18180.2812271049
PGo (38:1),-0.23919850567386647,7.122887467272114,1.0711380156028554,0.30068853647354327,0.9662903453664351,808.6162 -> 619.6162,PG,67733.945037824,71587.724548324,66989.224822931,59488.523712159,62245.624298089,80668.4453429949,74144.905242937,79892.66629037,65754.784912111,65304.224914544,27119.542053227
PI (44:4),0.24176196186887208,5.7053722943113945,1.093758389358072,0.29563996907169554,0.9662903453664351,988.6584 -> 711.6584,PI,24804.5418090832,32502.6624183604,29395.9419250489,26412.841972352,26365.501716617,21766.7615203809,22418.261566173,25081.5017242381,20525.041404717,21430.1014938424,14451.9208717254
TAG(54:6)_FA 18:0,0.23932442165577925,7.4798671839698425,1.072314153253444,0.3004233178662562,0.9662903453664351,896.8 -> 595.8,TAG1,88842.406555187,105162.867126464,80921.10571288,113504.728607193,102984.146850577,70349.284973165,85017.945861827,77082.065673807,83342.505798355,77710.48559568,38006.9627761636
TAG(56:6)_FA 18:2,0.2405761305582654,7.213442714766721,1.083516971070594,0.2979121157705231,0.9662903453664351,924.8 -> 627.8,TAG2,106192.88793943,74026.545196551,75720.305603028,84043.605957025,83199.525634768,70472.404968259,69920.485107414,57779.984649662,78236.52575683,63193.60406494,20206.6414680526
PI (36:3),-0.23862023718903644,9.281999079386013,1.0661551716893882,0.3018155191865696,0.9664907968971165,878.5489 -> 601.5489,PI,342097.264892435,238151.557922464,352150.602783378,248840.118102903,309199.601562665,422918.06555195,458856.43322755,299673.119628712,261068.181396398,229368.116210957,97378.3071289
TAG(48:2)_FA 16:0,-0.23842602527976564,9.061081975671593,1.0644128551703034,0.30221086851616785,0.9664907968971165,820.8 -> 547.8,TAG1,222255.39624023,242104.33715824,223848.4155274,270530.03833007,302985.68359392,242565.8571777,285211.29980463,272212.42309565,336685.98217775,271754.75708009,99298.4867210266
PEo (32:1),-0.23765679165851425,6.398798837112842,1.0572312018702439,0.3038475341188063,0.9690616177434876,676.5277 -> 535.5277,PE,47878.523284901,43514.062561074,31182.322128303,38486.682357781,34406.202362057,42178.803054795,40768.422882078,45535.224029572,41550.003204354,47286.963546747,19154.241439823
TAG(60:6)_FA 18:1,0.23735225844980562,6.164987038341054,1.0544755488916733,0.30447857475928314,0.9690616177434876,980.9 -> 681.9,TAG2,41380.962463396,36140.882843017,45007.103332522,37969.942565927,44064.882995608,35267.242355335096,30137.6019134381,32056.742248537,36516.422637942,30176.602294924,9793.9806823733
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",-0.23498130016559815,6.51126077855461,1.033617116048106,0.3093106226574137,0.9732530060934794,522.5 -> 206.3,CER,38396.6827163622,44202.323333754,48877.1436462363,45779.3033218389,34744.0624237135,50840.4237403799,51136.3634681629,42055.9827575704,46905.6633567818,44838.1433906466,20570.8413009638
Lyso_PC(6:0),0.23401685361187466,4.999501420608955,1.0245290132250986,0.31144711811580134,0.9732530060934794,356.176 -> 184.1,PCandSM,15624.320953367,17905.381179811,18082.4012222241,17368.661300666,20613.0411148115,13511.7809867875,15711.8610611006,16300.9412117024,14399.040962222,12147.2609558095,5535.5404396053
PCo(36:4),-0.2334400315366599,11.346906441204935,1.0204542896135536,0.3124112746145988,0.9732530060934794,768.6 -> 184.1,PCandSM,1732043.22644083,933783.87182602,1241214.72277831,1065973.56054672,1008450.62048321,1709632.69726673,1416493.42236337,962489.26562554,1261180.29150427,1314305.34899902,640531.52343777
PE (32:2),-0.23406409162846928,7.66252917520821,1.025771721031333,0.3111538419476959,0.9732530060934794,688.4913 -> 547.4913,PE,99953.086273221,96832.126251187,102203.34844966,101432.525512622,89209.946838407,116163.867340055,110378.56939697701,102578.607147168,102926.947723475,111605.68775945,28738.222015356
PEo (36:4),0.2356300065976128,8.108111295653522,1.039568972933921,0.30792173858393945,0.9732530060934794,726.5433 -> 585.5433,PE,178440.192413363,241307.278228746,84916.065307695,230305.315612711,63174.10470583,213692.57495122,71032.885192813,61281.184051505,64271.244628912,221444.291915942,29639.401718135
PEo (38:3),-0.23418394012951735,8.907852935580665,1.026908806325423,0.3108858075680982,0.9732530060934794,756.5903 -> 615.5903,PE,235716.497528171,224853.215545677,263162.637268089,234127.835754399,189661.953674341,349875.50500508,277625.539733818,207739.85568242,219686.915160939,222638.014709517,80249.685424788
PEp (30:1),0.2354581525959277,5.695844542872849,1.037538783329012,0.30839457742790854,0.9732530060934794,646.4807 -> 505.4807,PE,27670.4220046903,30097.2220001294,29630.061882017,30392.402313233,24049.501823427,21229.301452631,22831.061828599,23278.901672354,24775.721710215,21698.281539912,11609.5608215339
"PIo (38:1), PIp (38:0)",0.23349287848987305,7.916626086684557,1.0207958901055463,0.3123302961544885,0.9732530060934794,896.6322 -> 619.6322,PI,109886.90771485,158902.4710083,126525.76806642,113798.387634267,152842.95007327,127417.6097412,117049.28894041,130975.66845705,79437.045654314,77459.945251471,53382.044189454
TAG(48:3)_FA 16:1,-0.2344418963184425,9.071641134800528,1.0291761057906117,0.31035225529097815,0.9732530060934794,818.8 -> 547.8,TAG1,225761.2758789,246531.2004394,223931.39624028,270847.66064445,301836.36084005,247241.53686527,287083.13867208,285230.06225587,334356.84472686,259170.61743172,103614.34692002
PG (18:0),-0.23241076497825439,10.683603456702372,1.0114783074877778,0.3145489426176716,0.9758736121318276,530.3188 -> 341.3188,PG,780678.625732364,467252.60314937,770455.470520054,1068794.72399858,738262.980468682,1250925.66650442,1133567.50176994,1216423.507813,375914.063659673,300023.815307126,363028.404327371
TAG(60:3)_FA 18:1,0.2323548879836446,6.781045708944208,1.0107358754862616,0.3147266105591317,0.9758736121318276,986.9 -> 687.9,TAG2,55464.503601082,47664.2435417407,103187.327758733,49253.583602882,59144.804321265,50182.1635207914,45899.5029449279,48819.743644726,58951.003616308,49093.343605053,14071.2810020416
"Cer(d14:2(4E,6E)/20:1(11Z))",-0.23147685032367846,6.549799789880101,1.0030638424131268,0.3165702816630532,0.9777778359812167,534.5 -> 206.3,CER,38690.7629508982,45086.5025711119,51989.1038246074,47559.3233566351,38133.5424041771,52512.9240417448,58021.3640937711,42128.3630790736,45315.0834045349,47741.8440590081,18066.9413414028
Cer(d18:0/22:0(2OH)),0.23133648573762403,7.9791866609979065,1.0020385408079733,0.31681774292744863,0.9777778359812167,640.6 -> 266.4,CER,120011.389007624,134420.809368106,103437.467468205,144852.990860093,112778.627166749,102419.82756047,112198.147361714,98537.9659119,96742.14636231,86381.5856932929,112509.746070938
"PIo (40:6), PIp (40:5)",0.22943707944696287,6.390261418704484,0.9854111095744997,0.3208665317025835,0.9879704371493501,914.5853 -> 637.5853,PI,36646.002700799,52377.28430175,44048.722854623,36321.922393804,44559.642562874,37429.842803952,38654.262542725,38085.022560124,30069.961982738,28245.4416808949,30385.802009571
Lyso_PG(18:0),-0.22902533324526952,10.676741010687914,0.9822558498417493,0.3216425070654045,0.988061901054746,530.3114 -> 341.3114,PG,776007.910461392,466264.750732376,755065.665222162,1076908.95190433,725407.861694302,1239853.1514282,1124750.1966553,1199401.7328801,372605.542174839,301409.439758336,372378.881347172
PG (40:10),0.2284524897175736,6.556560442037005,0.9770415770281033,0.3229302861668303,0.9897215251964891,832.4859 -> 643.4859,PG,60555.843963624,52295.503753665,58810.324859623,44453.863647459,37465.022644031,39020.542846698,39144.642990125,38071.042694068,44851.683135984,43188.743270885,23640.14169311
CerP(d18:1/26:1(17Z)),-0.22753490228115678,7.551633713820359,0.9693855074041267,0.324833479390791,0.9932552579986311,756.6 -> 264.3,CER,79986.4250106806,95765.2871513252,102347.229381569,93819.0276374799,72574.3848609389,101182.568199207,91539.325771361,94944.2461204939,94358.1675071143,108011.006622323,35939.642665857
TAG(60:8)_FA 20:4,0.2269818722865895,6.100882358794498,0.9644134497370374,0.32607741158474607,0.9947615044659073,976.9 -> 655.9,TAG2,37156.082611072,37169.402618399,40199.482818615,39649.802978483,38408.602401732,30129.3020134055,31851.3022269962,28881.5220604015,35216.702362043,29579.221969608,11285.3207397447
(11Z)-eicoseneoylcarnitine,-0.09044621846455714,11.137594147011653,0.15332927656109507,0.6953738708253404,0.9993182725636095,454.4 -> 85.1,AC,1186936.04760786,1221552.09179735,1017669.27685561,1081536.55859364,1020087.39208983,1104477.95703134,1294458.23388674,1108413.48291071,1147759.94531193,921269.06420897,497896.63867191
"(11Z,14Z)-eicosadienoylcarnitine",-0.1079322070798197,11.114769985293885,0.21833138859801693,0.6403142682247879,0.9993182725636095,452.4 -> 85.1,AC,1191189.68945262,1179206.29028367,1025802.62304705,1060701.78832989,988913.34423828,1101387.95947294,1306518.07739263,1079415.67822329,1156676.56225594,918419.41821281,456762.84985366
"(13Z,16Z)-docosadienoylcarnitine",-0.19733032529119243,11.178709116250454,0.7293987354350975,0.3930781511782441,0.9993182725636095,480.4 -> 85.1,AC,1270279.6189265,1298527.39105229,1000376.38488824,1077687.20983842,888747.632750895,1073874.19619689,1424523.9617,1142650.43826286,1171123.19613654,1187166.37728827,456100.389373701
"(7Z,10Z)-hexadecadienoylcarnitine",0.10853313245369356,10.949448136288051,0.22076835007101192,0.6384550968116863,0.9993182725636095,396.3 -> 85.1,AC,1016808.51562551,1071441.27416985,1170708.03100586,1034643.56164501,917228.41833497,835871.5312495,1038364.04162599,921085.44458059,848248.42358395,918859.92504938,428380.48901365
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.11817522996129212,11.73225863841545,0.26172710206446936,0.6089360877915114,0.9993182725636095,442.3 -> 85.1,AC,1472870.41699229,1527208.70068393,1793500.39257847,1525984.65917997,1498382.18945319,1470996.88867164,1772431.07763675,1686232.56298859,1613411.92236298,1477352.75732442,1136177.341797
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",-0.1968879104433459,10.620113566015645,0.7261291133472696,0.3941407782833933,0.9993182725636095,412.3 -> 85.1,AC,792924.59265128,758481.12377933,704862.16845707,654848.05249022,684285.34582526,696357.1040039,987497.83349666,822400.01550297,767196.95141597,632704.49780273,452475.77172864
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",-0.1251167857861263,11.553379439696975,0.2933672864710388,0.588070730530996,0.9993182725636095,438.3 -> 85.1,AC,1288793.74462874,1374197.37402331,1566080.32177748,1311604.41992197,1305734.40917988,1233112.50732439,1577800.36425729,1514376.17138632,1408123.07470704,1321259.87304697,1040756.2148437
1-O-carboceroyl-Cer(d18:1/16:0),-0.13590340169126888,6.168923606944487,0.34596824336223625,0.5564043310561663,0.9993182725636095,902.9 -> 264.3,CER,35878.9020500168,35209.3025131156,36551.2628593475,36306.7027015643,32583.8421936033,37669.8027420012,35690.9425582815,34946.7622718831,36154.2222175619,38564.9230194042,13432.7809066717
1-O-carboceroyl-Cer(d18:1/18:0),-0.1299372331021401,6.093221164718473,0.31626059881398305,0.573863602015747,0.9993182725636095,973 -> 264.3,CER,27481.1419563364,35389.7028922981,39893.302204123,32785.1418418855,31026.4020385603,36276.6030845697,32287.0626716568,35149.4026489316,35149.4619407644,33090.5026702827,14017.0011749277
1-O-cerotoyl-Cer(d18:1/16:0),0.07083610571099345,9.649841076916942,0.09405262274231063,0.7590869539430448,0.9993182725636095,916.9 -> 264.3,CER,359642.823520618,689804.287277195,413698.390815676,385291.262138403,339677.86137389,339611.282272238,283712.438484215,445285.628883409,313579.721206677,561607.203445359,99590.0082358899
